,Unnamed: 0,question,answer
689,689,i'm not ready to get off the phone with you.,greeting
690,690,there are other things i need to take care of.,greeting
691,691,what is it that you need to do? ,greeting
692,692,please don't be nosey.,greeting
693,693,"i'm not being nosey, it's just a question.",greeting
694,694,you don't need to worry about that.,greeting
695,695,that was mean to say.,greeting
696,696,"well, it was nice talking to you.",greeting
697,697,it was nice talking to you too.,greeting
698,698,we should really hang out again.,greeting
699,699,that would be fun.,greeting
700,700,where do you want to go?,greeting
701,701,i think we should go out to eat.,greeting
702,702,that sounds good.,greeting
703,703,"all right, so i'll see you then.",greeting
704,704,i'll call you later.,greeting
705,705,"okay, i'll talk to you later then.",greeting
706,706,see you later.,greeting
707,707,i enjoyed talking to you.,greeting
708,708,i enjoyed talking to you too.,greeting
709,709,we should hang out some time.,greeting
710,710,i think that would be nice.,greeting
711,711,is there anything you would like to do next time?,greeting
712,712,do you want to go out to eat?,greeting
713,713,i'd like that.,greeting
714,714,so i'll see you next time.,greeting
715,715,i'm going to call you soon. ,greeting
716,716,i'll talk to you later.,greeting
717,717,see you soon.,greeting
718,718,i had fun talking to you.,greeting
719,719,it was really nice talking to you also.,greeting
720,720,i think we should really do something sometime.,greeting
721,721,that should be loads of fun.,greeting
722,722,what do you want to do next time?,greeting
723,723,would you like to go to dinner or something?,greeting
724,724,"yeah, let's do that.",greeting
725,725,"okay, until next time then.",greeting
726,726,i'll call you so we can set that up.,greeting
727,727,talk to you then.,greeting
728,728,where do you live?,greeting
729,729,i live in pasadena.,greeting
730,730,where is pasadena?,greeting
731,731,it's in california.,greeting
732,732,is it in northern california?,greeting
733,733,no. it's in southern california.,greeting
734,734,is pasadena a big city?,greeting
735,735,it's pretty big.,greeting
736,736,"how big is ""pretty big""?",greeting
737,737,"it has about 140,000 people.",greeting
738,738,how big is los angeles?,greeting
739,739,do you have a car?,greeting
740,740,"yes, i do.",greeting
741,741,what kind of car do you have?,greeting
742,742,i have a honda.,greeting
743,743,is it new?,greeting
744,744,it was new in 2003.,greeting
745,745,"so, it's pretty old now.",greeting
746,746,"yes, it is. but it still looks good.",greeting
747,747,do you take good care of it?,greeting
748,748,"oh, yes. i wash it once a week.",greeting
749,749,do you change the oil?,greeting
750,750,do you have a girlfriend?,greeting
751,751,"no, i don't. do you?",greeting
752,752,"i don't have a girlfriend, either.",greeting
753,753,why not?,greeting
754,754,i don't know. maybe i'm not rich enough.,greeting
755,755,girls like guys with money.,greeting
756,756,they sure do.,greeting
757,757,they like guys with new cars.,greeting
758,758,i don't have money or a new car.,greeting
759,759,"me, neither.",greeting
760,760,but girls like guys who are funny.,greeting
761,761,where are you going?,greeting
762,762,i have to walk the dog.,greeting
763,763,what kind of dog do you have?,greeting
764,764,i have a little poodle.,greeting
765,765,poodles bark a lot.,greeting
766,766,they sure do.,greeting
767,767,they bark at everything.,greeting
768,768,they never shut up.,greeting
769,769,why did you get a poodle?,greeting
770,770,it's my mom's dog.,greeting
771,771,so she likes poodles.,greeting
772,772,can i borrow $5?,greeting
773,773,sure. why do you need it?,greeting
774,774,i want to buy lunch.,greeting
775,775,where's your money?,greeting
776,776,it's not in my wallet.,greeting
777,777,your wallet is empty?,greeting
778,778,i don't have even one dollar in it.,greeting
779,779,being broke is no fun.,greeting
780,780,even if it's only for a short while.,greeting
781,781,it's always good to have friends.,greeting
782,782,friends will lend you money when you're broke.,greeting
783,783,let's go to the beach.,greeting
784,784,that's a great idea.,greeting
785,785,we haven't been in a while.,greeting
786,786,we haven't been in a month.,greeting
787,787,"the last time we went, you almost drowned.",greeting
788,788,"no, i didn't.",greeting
789,789,then why did the lifeguard dive into the water?,greeting
790,790,i think he wanted to cool off.,greeting
791,791,he swam right up to you.,greeting
792,792,and then he turned right around.,greeting
793,793,maybe you're right.,greeting
794,794,are you married?,greeting
795,795,no. i'm divorced.,greeting
796,796,when did you get divorced?,greeting
797,797,i got divorced two years ago.,greeting
798,798,why did you get divorced?,greeting
799,799,my wife left me.,greeting
800,800,why did she leave you?,greeting
801,801,she said she didn't love me anymore.,greeting
802,802,wow! that's terrible.,greeting
803,803,"yes, it was.",greeting
804,804,why didn't she love you anymore?,greeting
805,805,i'm bored.,greeting
806,806,what's on tv?,greeting
807,807,nothing.,greeting
808,808,there must be something on tv!,greeting
809,809,nothing that's interesting.,greeting
810,810,what about that new game show?,greeting
811,811,which one?,greeting
812,812,"""deal or no deal""",greeting
813,813,tell me you're joking.,greeting
814,814,i love that show.,greeting
815,815,i watched it once. that was enough.,greeting
816,816,i like living here.,greeting
817,817,i agree. pasadena is a nice city.,greeting
818,818,it's not too big.,greeting
819,819,and it's not too small.,greeting
820,820,it has great weather all year long.,greeting
821,821,it has the rose parade.,greeting
822,822,it has beautiful houses.,greeting
823,823,it has wonderful restaurants.,greeting
824,824,it has great schools.,greeting
825,825,it's close to the mountains.,greeting
826,826,the people are friendly.,greeting
827,827,we need a new mattress.,greeting
828,828,what's the matter with this one?,greeting
829,829,it's not comfortable.,greeting
830,830,it seems fine to me.,greeting
831,831,i toss and turn all night.,greeting
832,832,you should stop drinking coffee.,greeting
833,833,look at these marks on my arms.,greeting
834,834,what are they?,greeting
835,835,they are bites.,greeting
836,836,did the cat bite you?,greeting
837,837,no. the bedbugs in that mattress bit me.,greeting
838,838,my laptop is so slow.,greeting
839,839,buy a new one.,greeting
840,840,i would if i had the money.,greeting
841,841,why is it so slow?,greeting
842,842,that's a good question.,greeting
843,843,did you take it to a computer shop?,greeting
844,844,i would if i had the money.,greeting
845,845,"well, i guess you have to live with it.",greeting
846,846,sometimes i want to throw it out the window.,greeting
847,847,you don't want to do that.,greeting
848,848,why not?,greeting
849,849,what's for dinner?,greeting
850,850,i'm not sure.,greeting
851,851,how about a pizza?,greeting
852,852,you had pizza for lunch.,greeting
853,853,but i love pizza.,greeting
854,854,everybody loves pizza.,greeting
855,855,so why can't i have pizza for dinner?,greeting
856,856,because you need variety.,greeting
857,857,"what's ""variety?",greeting
858,858,different thingsÂ—not the same thing all the time.,greeting
859,859,"you mean, like a pepperoni pizza instead of a cheese pizza?",greeting
860,860,we need to save money.,greeting
861,861,why do we need to save money?,greeting
862,862,because we need to buy a house.,greeting
863,863,but a house is so expensive.,greeting
864,864,that's why we need to save money.,greeting
865,865,how much do we need to save?,greeting
866,866,we need to save enough for a down payment.,greeting
867,867,how much is that?,greeting
868,868,"that's about $30,000.",greeting
869,869,thirty thousand dollars! that will take forever.,greeting
870,870,not if we save every penny.,greeting
871,871,the ocean is so big.,greeting
872,872,you can't see the end of it.,greeting
873,873,it goes on and on forever.,greeting
874,874,"and it's deep, too.",greeting
875,875,i think it's five miles deep.,greeting
876,876,are there fish at the bottom?,greeting
877,877,there are fish at the top and the bottom.,greeting
878,878,are there more fish or more people?,greeting
879,879,i think there are more fish.,greeting
880,880,i'm upset with my mom.,greeting
881,881,why is that?,greeting
882,882,i warned her about her new boyfriend. she didn't listen to me.,greeting
883,883,what happened?,greeting
884,884,"i gave her $1,000 for her birthday. i told her to spend it on herself.",greeting
885,885,that was very nice of you.,greeting
886,886,i found out that she gave it to her new boyfriend.,greeting
887,887,why did she do that?,greeting
888,888,he said he would buy her a nice ring.,greeting
889,889,what's wrong with that?,greeting
890,890,he went to las vegas. he lost it all gambling.,greeting
891,891,do animals talk to each other?,greeting
892,892,of course they talk to each other.,greeting
893,893,what do they talk about?,greeting
894,894,they talk about other animals.,greeting
895,895,what else do they talk about?,greeting
896,896,they talk about food and the weather.,greeting
897,897,do they talk about us?,greeting
